TAG,TEXT,LINK
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot"
<p>,"All Top Stories","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/six-weeks-workshop-web-development-introduction-programming-internet-things-iot"
<p>,"Quick Links","https://pec.ac.in/events/expert-lecture-iot-and-telemedicine-dr-sanjay-sood-associate-director-c-dac-mohali"
<p>,"","https://pec.ac.in/events/expert-lecture-iot-and-telemedicine-dr-sanjay-sood-associate-director-c-dac-mohali"
<p>,"An Expert Lecture on “IoT and Telemedicine” was held on 10th July, 2019. The lecture has been organized by the Computer Centre as a part of the ongoing Six Weeks Workshop on Web Development & Introduction to Programming the Internet of Things (IoT) in association with Chandigarh Subsection of IEEE to provide the students with an opportunity to get an introduction to the world of Fog Computing. The guest lecture began with a welcome address by Sh. Prabhsimran Singh Bindra, Co-Coordinator for the workshop. He also introduced Dr. Sanjay Batish, Coordinator of the workshop and fellow Co-Coordinators namely Sh. Sushil Kumar and Sh. Sandeep Pathak. He then welcomed Dr. Sanjay Sood, Associate Director, C-DAC, Mohali, resource person to deliver the lecture.","https://pec.ac.in/events/expert-lecture-iot-and-telemedicine-dr-sanjay-sood-associate-director-c-dac-mohali"
<p>,"Dr. Sanjay Sood did his Ph.D from Indraprastha University, Delhi and has national implementations centered on Health Informatics (Telemedicine / eHealth and Personal Health Records as his research area. He has provided Advisory services to the Chandigarh Administration on Transforming Chandigarh into a Smart City, Digital India Programme and eGovernance projects / Mission Mode Projects under National eGovernance Plan (NeGP) / UIDAI / Multilateral Funding Agencies like World Bank in various departments of Chandigarh Administration. The session was then continued by Dr. Sanjay who began with an introduction to a Project for national roll-out/implementation of telemedicine at 1,55,000+ Health & Wellness Centres across India under Ayushman Bharat Scheme of Govt. of India. Following which, he explained the role of IoT Devices in Health Informatics / Healthcare IT / eHealth / Telemedicine. His lecture took the participants on a journey starting from various eGovernance projects / Mission Mode Projects under Ministry of Health and Family Welfare, Govt. of India to IoT based solutions to improved health & wellness across the country.","https://pec.ac.in/events/expert-lecture-iot-and-telemedicine-dr-sanjay-sood-associate-director-c-dac-mohali"
<p>,"The session ended with a hearty thanks to Dr. Sanjay Sood in appreciation for taking the time out to educate the students on Internet of Things. Dr. Sanjay Sood thanked the Coordinator, Dr. Sanjay Batish and his team for providing the platform to organize Expert Lectures on such innovative technologies. He appreciated faculty members, students and other participants for the successful conduction of the lecture.","https://pec.ac.in/events/expert-lecture-iot-and-telemedicine-dr-sanjay-sood-associate-director-c-dac-mohali"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/expert-lecture-iot-and-telemedicine-dr-sanjay-sood-associate-director-c-dac-mohali"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/expert-lecture-iot-and-telemedicine-dr-sanjay-sood-associate-director-c-dac-mohali"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/expert-lecture-iot-and-telemedicine-dr-sanjay-sood-associate-director-c-dac-mohali"
<p>,"All Top Stories","https://pec.ac.in/events/expert-lecture-iot-and-telemedicine-dr-sanjay-sood-associate-director-c-dac-mohali"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/expert-lecture-iot-and-telemedicine-dr-sanjay-sood-associate-director-c-dac-mohali"
<p>,"Quick Links","https://pec.ac.in/events/expert-lecture-introduction-fog-computing-dr-nitin-auluck"
<p>,"","https://pec.ac.in/events/expert-lecture-introduction-fog-computing-dr-nitin-auluck"
<p>,"An Expert Lecture on “Introduction to Fog Computing” was held on 28th June, 2019. The lecture has been organized by the Computer Centre as a part of the ongoing Six Weeks Workshop on Web Development & Introduction to Programming the Internet of Things (IoT) in association with Chandigarh Subsection of IEEE to provide the students with an opportunity to get an introduction to the world of Fog Computing. The guest lecture began with a welcome address by Sh. Prabhsimran Singh Bindra, Co-Coordinator for the workshop. He also introduced Dr. Sanjay Batish, Coordinator of the workshop and fellow Co-Coordinators namely Sh. Sushil Kumar and Sh. Sandeep Pathak. He then welcomed Dr.Nitin Auluck, Assistant Professor, Department of Computer Science & Engineering, IIT Ropar, resource person to deliver the lecture.","https://pec.ac.in/events/expert-lecture-introduction-fog-computing-dr-nitin-auluck"
<p>,"Dr. Nitin Auluck did his Ph.D from University of Cincinnati, USA and has Fog Computing, Scheduling & Resource Allocation, Parallel & Distributed Computing as his research areas. The session was then continued by Dr. Nitin who began with an introduction to what Fog Computing is and how important Cloud Computing is going to be in the near future. Following which, he explained the issues faced by Traffic Management Systems and what are the various solutions to these issues. His lecture took the participants on a journey starting from the basics of Cloud Computing to IoT based solutions to control various day to day issues.","https://pec.ac.in/events/expert-lecture-introduction-fog-computing-dr-nitin-auluck"
<p>,"The session ended with a hearty thanks to Dr. Nitin Auluck in appreciation for taking the time out to educate the students on Internet of Things. Dr. Nitin Auluck thanked the Coordinator, Dr. Sanjay Batish and his team for providing the platform to organize Expert Lectures on such innovative technologies. He appreciated faculty members, students and other participants for the successful conduction of the lecture.","https://pec.ac.in/events/expert-lecture-introduction-fog-computing-dr-nitin-auluck"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/expert-lecture-introduction-fog-computing-dr-nitin-auluck"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/expert-lecture-introduction-fog-computing-dr-nitin-auluck"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/expert-lecture-introduction-fog-computing-dr-nitin-auluck"
<p>,"All Top Stories","https://pec.ac.in/events/expert-lecture-introduction-fog-computing-dr-nitin-auluck"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/expert-lecture-introduction-fog-computing-dr-nitin-auluck"
<p>,"Quick Links","https://pec.ac.in/events/expert-lecture-how-build-rfid-and-iot-devices-dr-suman-kumar"
<p>,"","https://pec.ac.in/events/expert-lecture-how-build-rfid-and-iot-devices-dr-suman-kumar"
<p>,"An Expert Lecture on “How to build RFID and IoT Devices” was held on 25th June, 2019. The lecture has been organized by the Computer Centre as a part of the ongoing Six Weeks Workshop on Web Development & Introduction to Programming the Internet of Things (IoT) in association with Chandigarh Subsection of IEEE to provide the students with an opportunity to get an introduction to the world of RFID and IOT Devices. The guest lecture began with a welcome address by Sh. Prabhsimran Singh Bindra, Co-Coordinator for the workshop. He also introduced Dr. Sanjay Batish, Coordinator of the workshop and fellow Co-Coordinators namely Sh. Sushil Kumar and Sh. Sandeep Pathak. He then welcomed Dr.Suman Kumar, Assistant Professor, Department of Electrical Engineering, IIT Ropar, resource person to deliver the lecture.","https://pec.ac.in/events/expert-lecture-how-build-rfid-and-iot-devices-dr-suman-kumar"
<p>,"Dr. Suman Kumar did his Ph.D from IIT Madras and has Performance analysis of mobile broadband wireless networks including Frequency reuse, HetNets, Hypergeometric functions, Generalized fading models, Spectrum sharing as his research areas. The session was then continued by Dr. Suman who began with an introduction to what RFID is and how important IoT is going to be in the near future. Following which, he explained the issues faced by Self Driven Vehicles (SDVs) and what are the various solutions to these issues. His lecture took the participants on a journey starting from the basics of Wireless Communication to Graph Theory based Complex Algorithms which control them.","https://pec.ac.in/events/expert-lecture-how-build-rfid-and-iot-devices-dr-suman-kumar"
<p>,"The session ended with a hearty thanks to Dr. Suman Kumar in appreciation for taking the time out to educate the students on Internet of Things. Dr. Suman Kumar thanked the Coordinator, Dr. Sanjay Batish and his team for providing the platform to organize Expert Lectures on such innovative technologies. He appreciated faculty members, students and other participants for the successful conduction of the lecture.","https://pec.ac.in/events/expert-lecture-how-build-rfid-and-iot-devices-dr-suman-kumar"
<p>,"","https://pec.ac.in/events/expert-lecture-how-build-rfid-and-iot-devices-dr-suman-kumar"
<p>,"PEC welcomed Mr. Bikram Singh Garewal, the university’s oldest alum at Homecoming 2020: Global Alumni Meet. After graduating from PEC in 1943, Mr.Bikram has gone on to achieve many great feats in life.","https://pec.ac.in/events/expert-lecture-how-build-rfid-and-iot-devices-dr-suman-kumar"
<p>,"A MoU was signed between PEC and PEDA for Research and Development Projects on Energy Conservation & Energy Efficiency under Bureau of Energy Efficiency, Ministry of Power, Govt. of India.","https://pec.ac.in/events/expert-lecture-how-build-rfid-and-iot-devices-dr-suman-kumar"
<p>,"PEC has completed 98 wonderful years since it’s foundation in 1921. A celebratory event was organized to mark the foundation of the college. The Chief Guest for the event was Director, PEC, Prof. Dheeraj Sanghi.","https://pec.ac.in/events/expert-lecture-how-build-rfid-and-iot-devices-dr-suman-kumar"
<p>,"All Top Stories","https://pec.ac.in/events/expert-lecture-how-build-rfid-and-iot-devices-dr-suman-kumar"
<p>,"Copyright © 2020 Punjab Engineering College (Deemed to be University), Sector 12, Chandigarh, 160012","https://pec.ac.in/events/expert-lecture-how-build-rfid-and-iot-devices-dr-suman-kumar"
<p>,"Quick Links","https://pec.ac.in/events/computer-centre-organized-six-weeks-workshop-web-development"
<p>,"","https://pec.ac.in/events/computer-centre-organized-six-weeks-workshop-web-development"
<p>,"A Six Weeks Workshop on Web Development for 2nd to 4th year B.E./B.Tech. students from various institutes was held from 8th June, 2018 to 19th July, 2018 at the Computer Centre, Punjab Engineering College (Deemed to be University), Chandigarh. Prof. Manoj K. Arora, Director was the Chief Patron of the workshop. The workshop Coordinated by Dr. Sanjay Batish, Head, Computer Centre emphasised on various web technologies such as HTML, CSS, JavaScript and Bootstrap followed by PHP and MySql for advanced web development.","https://pec.ac.in/events/computer-centre-organized-six-weeks-workshop-web-development"
<p>,"The workshop was conducted daily in two sessions keeping in mind the theoretical and practical training required in a programming workshop. These sessions by Dr. Batish were Co-Coordinated by Sh. Sushil Kumar, Sh. Prabhsimran Singh Bindra and Sh. Sandeep Pathak from the Computer Centre by delivering lectures in their domain and imparting practical knowledge to the students. The final week of the workshop covered the creation of web applications using a content management system or CMS namely Drupal. The participants learnt the planning and creation of websites. This included the information architecture, user interface, site structure, navigation, layout, colors, fonts, and imagery.","https://pec.ac.in/events/computer-centre-organized-six-weeks-workshop-web-development"
